,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
10,0.01658863015472889,0.1122988611459732,0.2258898764848709,0.03201277554035187,0.010948281735181808,0.445370078086853,0.3742729425430298,0.40851539373397827,0.04487241059541702,0.020669743418693542,0.7006599307060242,0.28500914573669434,0.10801506787538528,0.09401773661375046
11,0.11179431527853012,0.046779632568359375,0.14291876554489136,0.06809195131063461,0.036118052899837494,0.11307360976934433,0.204614520072937,0.03955244645476341,0.12914422154426575,0.13643799722194672,0.3986824154853821,0.1562919169664383,0.07183827459812164,0.07120482623577118
12,0.07016158849000931,0.017509594559669495,0.08304718136787415,0.10481245815753937,0.037475913763046265,0.3280037045478821,0.06189250573515892,0.0059328144416213036,0.3615344166755676,0.011008148081600666,0.7033431529998779,0.3331790566444397,0.1218080222606659,0.03937836363911629
13,0.0318734385073185,0.11749392002820969,0.16073259711265564,0.9748541712760925,0.17399345338344574,0.2697513699531555,0.4593636691570282,0.17223764955997467,0.13646918535232544,0.09230772405862808,0.760711133480072,0.29647520184516907,0.17322397232055664,0.21636231243610382
14,0.038703739643096924,0.062191955745220184,0.3209199905395508,0.1430358737707138,0.013638094998896122,0.30750101804733276,0.1699797362089157,0.061543114483356476,0.05385711416602135,0.06576333940029144,0.7580420970916748,0.1877821981906891,0.05226829648017883,0.03957580775022507
15,0.015585190616548061,0.014462921768426895,0.21085640788078308,0.1481693834066391,0.08456123620271683,0.4509412944316864,0.038932446390390396,0.03775610774755478,0.001070676138624549,0.012324190698564053,0.6336506009101868,0.30008387565612793,0.1083298921585083,0.05399511009454727
16,0.024989068508148193,0.3936971127986908,0.4475453794002533,0.1875796765089035,0.06897629052400589,0.2653339207172394,0.3812572956085205,0.41371390223503113,0.10114826261997223,0.016973361372947693,0.6041304469108582,0.2678825259208679,0.06935287266969681,0.13683541119098663
17,0.00028508936520665884,0.01097254827618599,0.3949746787548065,0.10515715181827545,0.06630057841539383,0.23960617184638977,0.31061944365501404,0.09310436248779297,0.5729385614395142,0.04034880921244621,0.5979050993919373,0.2731597125530243,0.06292649358510971,0.15386298298835754
18,0.0014578783884644508,0.040266167372465134,0.11861369758844376,0.09471297264099121,0.017476854845881462,0.13158565759658813,0.21540319919586182,0.03541817143559456,0.1607251763343811,0.012144643813371658,0.4565300941467285,0.14252763986587524,0.044558994472026825,0.045358505100011826
19,0.08778878301382065,0.0730607807636261,0.05160427838563919,0.3787861466407776,0.0851205512881279,0.25994205474853516,0.00034856449929066,0.014883004128932953,0.2220076471567154,0.0865108072757721,0.4444772005081177,0.30861949920654297,0.10728541761636734,0.08699934929609299
20,0.005379972979426384,0.013511473312973976,0.20112088322639465,0.02881886065006256,0.007437987718731165,0.09158069640398026,0.308319628238678,0.04628036171197891,0.0621342770755291,0.06519757211208344,0.7951779365539551,0.23177175223827362,0.06306212395429611,0.06279575079679489
21,0.1093602180480957,0.012029311619699001,0.19491726160049438,0.08175154030323029,0.0042755394242703915,0.08386452496051788,0.1315566748380661,0.2014634758234024,0.002786769764497876,0.12870058417320251,0.34376072883605957,0.10782943665981293,0.06888307631015778,0.09222277253866196
22,0.06909805536270142,0.007232694886624813,0.1749117374420166,0.08910269290208817,0.0009875677060335875,0.061086058616638184,0.13442444801330566,0.06421685218811035,0.13964566588401794,0.10860978811979294,0.33566969633102417,0.10980194807052612,0.10964866727590561,0.09731442481279373
23,0.042708128690719604,0.006360162980854511,0.18959617614746094,0.2103787362575531,0.09687398374080658,0.19856518507003784,0.09588737785816193,0.035001687705516815,0.00715678371489048,0.23122452199459076,0.8781231641769409,0.4387989640235901,0.08579732477664948,0.055550575256347656
24,0.12451574951410294,0.02426266483962536,0.1977209746837616,0.09391985088586807,0.002212872728705406,0.07111653685569763,0.211342915892601,0.22971665859222412,0.12169929593801498,0.13424673676490784,0.3414155840873718,0.12211582809686661,0.08447115123271942,0.09311150759458542
25,0.14029183983802795,0.038568153977394104,0.17274083197116852,0.10750093311071396,0.01119425892829895,0.07709947228431702,0.1433287113904953,0.06578389555215836,0.09657272696495056,0.13641822338104248,0.4402737319469452,0.13933292031288147,0.09262232482433319,0.06656491011381149
26,0.04853840172290802,0.07586920261383057,0.190194234251976,0.12162480503320694,0.039534516632556915,0.10255295038223267,0.2524625062942505,0.03319783881306648,0.00039875833317637444,0.12483936548233032,0.5270992517471313,0.14327101409435272,0.08715391159057617,0.014203999191522598
27,0.024995168671011925,0.004944202955812216,0.455448716878891,0.01833951845765114,0.03467825800180435,0.1479613184928894,0.3237673342227936,0.29880818724632263,0.3977873623371124,0.09125268459320068,0.7757443189620972,0.20757369697093964,0.022751621901988983,0.04641040414571762
28,0.03093930520117283,0.14185252785682678,0.2611545920372009,0.1342749148607254,0.0176657997071743,0.19404961168766022,0.2850545346736908,0.008478637784719467,0.27719032764434814,0.2199275940656662,0.5973546504974365,0.16953010857105255,0.07191252708435059,0.011144622229039669
29,0.0788377895951271,0.0379406102001667,0.1131574735045433,0.07781917601823807,0.01551462896168232,0.09369342774152756,0.23415839672088623,0.024404214695096016,0.15011397004127502,0.01376893650740385,0.4982808232307434,0.15079285204410553,0.04999488219618797,0.060825541615486145
30,0.01787463203072548,0.005922666285187006,0.2568008303642273,0.1272793710231781,0.009841535240411758,0.11159493774175644,0.07095391303300858,0.24460341036319733,0.016290096566081047,0.1091284453868866,0.3546452224254608,0.16561298072338104,0.01601550728082657,0.11533414572477341
31,0.13123512268066406,0.15849429368972778,0.1702609360218048,0.06962065398693085,0.08292320370674133,0.4766407012939453,0.21548034250736237,0.03193516656756401,0.1884060800075531,0.06875632703304291,0.5393317937850952,0.1700439155101776,0.013705501332879066,0.303832471370697
32,0.10422954708337784,0.06388457119464874,0.19345110654830933,0.01670665852725506,0.056358013302087784,0.23489584028720856,0.22043746709823608,0.06617704033851624,0.2297912836074829,0.26747602224349976,0.6026371121406555,0.060577087104320526,0.00863293744623661,0.044415026903152466
33,0.027448784559965134,0.011881641112267971,0.0225312989205122,0.07103173434734344,0.046390630304813385,0.12807677686214447,0.20682063698768616,0.011908701620995998,0.002328102011233568,0.1348569393157959,0.47575393319129944,0.16080087423324585,0.043570492416620255,0.07097093015909195
34,0.12156429886817932,0.04011526703834534,0.431714802980423,0.0895381048321724,0.030133208259940147,0.01790471002459526,0.24242717027664185,0.08750796318054199,0.0993395745754242,0.06275201588869095,0.6131514310836792,0.18705971539020538,0.02266111969947815,0.003977369051426649
35,0.03911750763654709,0.11740943789482117,0.2824835777282715,0.12634877860546112,0.17944937944412231,0.17110267281532288,0.11115003377199173,0.45342308282852173,0.5123540163040161,0.03534833341836929,0.6390381455421448,0.34222152829170227,0.1562354862689972,0.04467776045203209
36,0.041574470698833466,0.016552207991480827,0.0014740531332790852,0.08927060663700104,0.014982633292675018,0.08410234749317169,0.20729166269302368,0.2193753570318222,0.0003709369048010558,0.11912411451339722,0.36637210845947266,0.11982930451631546,0.06902752071619034,0.08333289623260498
37,0.08233948796987534,0.04336060211062431,0.05399491637945175,0.08252707123756409,0.013172331266105175,0.1378147453069687,0.22127315402030945,0.03775326535105705,0.011633364483714104,0.0024533106479793787,0.5342997908592224,0.16086162626743317,0.055210500955581665,0.05520239844918251
38,0.008551138453185558,0.10287398099899292,0.1437678337097168,0.08841562271118164,0.0033848839811980724,0.09774206578731537,0.2208738476037979,0.06770902127027512,0.08792826533317566,0.018844300881028175,0.440265953540802,0.14132145047187805,0.07473473250865936,0.04849536716938019
39,0.06461821496486664,0.02914639562368393,0.18902267515659332,0.08213341981172562,0.0019878644961863756,0.07409879565238953,0.1959872543811798,0.21527571976184845,0.13668794929981232,0.1178121417760849,0.3404594361782074,0.10554088652133942,0.07708847522735596,0.0875789001584053
40,0.09357348829507828,0.021671904250979424,0.19486626982688904,0.08671531081199646,0.005809147376567125,0.08165103942155838,0.2183668315410614,0.07530033588409424,0.12948548793792725,0.11213397979736328,0.3765868842601776,0.13788139820098877,0.08643979579210281,0.08457730710506439
41,0.008377712219953537,0.01602954976260662,0.025348886847496033,0.05481422320008278,0.011960320174694061,0.11893118172883987,0.20669405162334442,0.0029067741706967354,0.10322774201631546,0.12674608826637268,0.4893191158771515,0.16851045191287994,0.07272966206073761,0.05585981905460358
42,0.05021864175796509,0.00975530594587326,0.19777116179466248,0.1027640774846077,0.10030658543109894,0.1960417479276657,0.3619728088378906,0.019511571153998375,0.0009643835364840925,0.13929638266563416,0.6872867345809937,0.2718771994113922,0.03455409035086632,0.1124357208609581
43,0.11878956109285355,0.013785598799586296,0.034359510987997055,0.10544191300868988,0.008101671002805233,0.12950491905212402,0.15004533529281616,0.05185550078749657,0.03495493158698082,0.0039323302917182446,0.5417953133583069,0.14572468400001526,0.013859384693205357,0.08015947043895721
44,0.0577036552131176,0.007801272440701723,0.24173052608966827,0.09452789276838303,0.001249284134246409,0.05079224705696106,0.22485938668251038,0.06595045328140259,0.13770464062690735,0.123253732919693,0.37985867261886597,0.11970095336437225,0.07178239524364471,0.08122159540653229
45,0.011619959026575089,0.13721217215061188,0.2681256830692291,0.05818701535463333,0.21747402846813202,0.04568159207701683,0.35496118664741516,0.10231722146272659,0.3985024094581604,0.035171426832675934,0.6254003643989563,0.2506023645401001,0.06637680530548096,0.1705908179283142
46,0.07514689117670059,0.025182994082570076,0.0021237540058791637,0.1612851917743683,0.04164542257785797,0.11546576768159866,0.25924819707870483,0.050638824701309204,0.07679875195026398,0.12767736613750458,0.6191251277923584,0.10750005394220352,0.04070786014199257,0.028109803795814514
47,0.09775668382644653,0.04641873389482498,0.0923372283577919,0.0685836672782898,0.005754159297794104,0.16066016256809235,0.22124788165092468,0.0451325960457325,0.25707709789276123,0.12384037673473358,0.6236621141433716,0.20575717091560364,0.0390419140458107,0.010779101401567459
48,0.05357062816619873,0.10011926293373108,0.1523057371377945,0.06411290913820267,0.08096960186958313,0.15724073350429535,0.23450800776481628,0.029049981385469437,0.0037430699449032545,0.07010078430175781,0.6693824529647827,0.17825371026992798,0.005137782543897629,0.01621098630130291
49,0.1848614364862442,0.17428819835186005,0.6378251314163208,0.118341363966465,0.13210394978523254,0.4624546468257904,0.05007319524884224,0.0305030457675457,0.230521559715271,0.06399112939834595,0.433286190032959,0.1210223138332367,0.0710529014468193,0.12281135469675064
