,age,gender,height,weight,ap_hi,ap_lo,cholesterol,gluc,smoke,alco,active
30,0.006983928848057985,0.02074526809155941,0.02538529597222805,0.19383281469345093,0.023042166605591774,0.09552048146724701,0.3587779998779297,0.017419397830963135,0.0828045904636383,0.023593422025442123,0.12579450011253357
31,0.0029278486035764217,0.04358973354101181,0.02206639014184475,0.26888307929039,0.10582451522350311,0.20418433845043182,0.19346430897712708,0.12461894750595093,0.05430766940116882,0.21876396238803864,0.15571129322052002
32,0.2542531192302704,0.05456269904971123,0.031594548374414444,0.2648727595806122,0.11579786986112595,0.1873898208141327,0.13510416448116302,0.1698935627937317,0.15139740705490112,0.18650397658348083,0.2627139687538147
33,0.01940768025815487,0.02517651952803135,0.08942228555679321,0.020449932664632797,0.06948432326316833,0.05576321482658386,0.35824283957481384,0.016708366572856903,0.138577401638031,0.004634082317352295,0.020108886063098907
34,0.009930644184350967,0.00020712426339741796,0.04083332046866417,0.673910915851593,0.24376994371414185,0.6857542991638184,0.46546226739883423,0.11661207675933838,0.5746585130691528,0.10455239564180374,0.4501051902770996
35,0.003916201181709766,0.05311042070388794,0.05173476040363312,0.25840458273887634,0.0967983603477478,0.23036649823188782,0.2030310332775116,0.07550649344921112,0.07506925612688065,0.20671150088310242,0.13314718008041382
36,0.039113592356443405,0.12490271031856537,0.19041873514652252,0.4435912072658539,0.09074895828962326,0.146354079246521,0.33394914865493774,0.17966686189174652,0.09097345918416977,0.0515819676220417,0.045687928795814514
37,0.009891322813928127,0.007741897366940975,0.0730082169175148,0.6059275269508362,0.01063457690179348,0.0005792060401290655,0.18628334999084473,0.03509831801056862,0.02910514734685421,0.06550327688455582,0.16976477205753326
38,0.44238123297691345,0.12689250707626343,0.0019349056528881192,0.2686207592487335,0.07303635030984879,0.24619314074516296,0.2148350477218628,0.21221137046813965,0.1950708031654358,0.13111093640327454,0.19933205842971802
39,0.5335832238197327,0.01966109685599804,0.1988995373249054,0.5064224004745483,0.1494734287261963,0.36979061365127563,0.42332741618156433,0.058948252350091934,0.39391177892684937,0.07896892726421356,0.06264092028141022
40,0.023239003494381905,0.0466984324157238,0.036612726747989655,0.7606726288795471,0.08953101187944412,0.19802071154117584,0.23413512110710144,0.05956285074353218,0.16699308156967163,0.005368832964450121,0.18703287839889526
41,0.08101385086774826,0.053011663258075714,0.08837244659662247,0.5322657823562622,0.01461389847099781,0.048472799360752106,0.016698084771633148,0.12103740870952606,0.024593748152256012,0.016278227791190147,0.01344352774322033
42,0.04348139837384224,0.1675717532634735,0.24067574739456177,0.26019003987312317,0.09513238817453384,0.2216014564037323,0.30382490158081055,0.027203693985939026,0.05558319017291069,0.18636183440685272,0.07584647834300995
43,0.20911692082881927,0.0038582845591008663,0.042872268706560135,0.03553856164216995,0.04615946114063263,0.3083325922489166,0.48106706142425537,0.20242920517921448,0.3284684717655182,0.024180199950933456,0.10778147727251053
44,0.683678388595581,0.06165498122572899,0.4565604627132416,0.2999856173992157,0.16776178777217865,0.11816654354333878,0.44905710220336914,0.15700718760490417,0.1093909740447998,0.050422072410583496,0.07247737050056458
45,0.4568766951560974,0.029906000941991806,0.04511187970638275,0.35505905747413635,0.13923539221286774,0.32072240114212036,0.34785473346710205,0.20051559805870056,0.3385158181190491,0.00720389187335968,0.019691430032253265
46,0.1288345605134964,0.028241384774446487,0.21734553575515747,0.2551616132259369,0.08084819465875626,0.2157025784254074,0.15676259994506836,0.05775048956274986,0.12275240570306778,0.14016591012477875,0.15705576539039612
47,0.10537710040807724,0.13654302060604095,0.1680295765399933,0.24941614270210266,0.07282886654138565,0.2793509364128113,0.3558109998703003,0.17535582184791565,0.1003975123167038,0.1177206039428711,0.05039069056510925
48,0.08981746435165405,0.08907762169837952,0.05705889314413071,0.28231391310691833,0.09581008553504944,0.30280590057373047,0.4062052071094513,0.13964888453483582,0.1197919249534607,0.12333633005619049,0.039138104766607285
49,0.22917619347572327,0.039494313299655914,0.11616961658000946,0.36140838265419006,0.1590966135263443,0.3324059247970581,0.35447728633880615,0.09650353342294693,0.24218116700649261,0.1267305463552475,0.1274813711643219
